id-EP2628862B1    abstract-
id-US9410307B2    abstract-A hybrid construction machine includes first and second main pumps, first and second supply passages, first and second circuit systems, a hydraulic motor, a motor generator, an assist pump, a joint passage connected to the assist pump and branched off, first and second logic valves, a switching valve disposed in the other branch passage and switchable to a state where the assist pump is connected to the second supply passage on the upstream side of the second logic valve and a state where the second main pump is connected to the hydraulic motor, and a check valve. A poppet diameter of the first logic valve is smaller than that of the second logic valve.
id-WO2013122331A1    abstract-본 발명의 유압설비 실시간 전원절감장치는, 공급되는 작동오일의 용량에 따라 설정된 작동압력으로 작동하는 유압설비의 실시간 전원절감장치에 있어서, 미리 설정된 공급전원(A)에 비례하여 밸브를 개방하도록 하여 상기 유압설비의 유압펌프에 의해 토출되는 작동오일에 대해 상기 공급전원(A)에 따른 밸브의 개방정도에 대응하는 작동오일의 일부 용량을 상기 유압설비로 공급하도록 하는 비례밸브부; 상기 비례밸브부로 공급되는 공급전원(A)을 실시간 검출하는 전원검출부; 상기 유압펌프의 동작전원(B)을 센싱하는 센싱부; 상기 전원검출부에서 검출한 비례밸브부에 대한 공급전원(A)과 상기 센싱부에서 센싱한 유압펌프의 동작전원(B) 중 최대값(max) 및 최소값(min)를 계산하는 비교부; 상기 공급전원(A)과 상기 동작전원(B)의 평균값(M)을 연산하는 평균연산부; 미리 설정된 상기 유압설비의 작업특성에 대응하는 작동압력에 따라 상기 공급전원(A), 동작전원(B), 평균값(M), 최대값(max) 또는 최소값(min) 중 선택된 어느 하나에 대응하는 제어신호를 출력하는 제어부; 및 상기 제어부에서 출력된 제어신호에 따라 상기 유압펌프를 작동시켜 상기 작동오일을 토출하도록 하는 인버터를 포함한다.
id-EP2833003B1    abstract-
id-KR20140126405A    abstract-유체압 구동 유닛은 유체압 액추에이터에 작동 유체를 공급하여 구동하는 것이다.  유체압 구동 유닛은 작동 유체를 흡입하여 토출하는 유체압 펌프와, 상기 유체압 펌프와 병렬로 나란히 배치되어, 상기 유체압 펌프를 회전 구동하는 전동기와, 상기 유체압 펌프의 회전축과 상기 전동기의 회전축 사이에서 동력을 전달하는 동력 전달 기구를 구비한다.
id-US20130236272A1    abstract-The present disclosure relates to a hydraulic system for a crane with at least one hydraulic circuit, which comprises at least one hydraulic consumer, and a constant pressure network, wherein the at least one hydraulic circuit is coupled with the constant pressure network via at least one pressure reducer, whereby a higher volume flow with low pressure as compared to the constant pressure network can be generated in the hydraulic circuit.
id-DE102012102091A1    abstract-Die Erfindung betrifft eine Hydraulikanlage (1) einer mobilen Arbeitsmaschine, insbesondere eines Flurförderzeugs, mit einer Verdrängereinheit (3), die zur Versorgung zumindest eines hydraulischen Verbrauchers (2) als Pumpe und zur Energierückgewinnung in gegensinniger Drehrichtung als Motor betreibbar ist, wobei die Verdrängereinheit (3) mittels einer in einer Ansaugleitung (5) angeordneten Saugfiltereinrichtung (7) mit einem Behälter (6) in Verbindung steht und in einer von der Verdrängereinheit (3) zu dem Behälter (6) geführten Rücklaufleitung (9) eine Rücklauffiltereinrichtung (10) angeordnet ist. Die Aufgabe, eine derartige Hydraulikanlage zur Verfügung zu stellen, mit der im Pumpenbetrieb der Verdrängereinheit das Ansaugen von Druckmittel über die Saugfiltereinrichtung aus dem Behälter und im Motorbetrieb der Verdrängereinheit das Fördern von Druckmittel über die Rücklauffiltereinrichtung zum Behälter sichergestellt wird und bei der Kavitation an der Verdrängereinheit wirksam vermieden werden kann, wird erfindungsgemäß dadurch gelöst, dass die Verdrängereinheit (3) mittels einer Sperrventileinrichtung (11) mit der Ansaugleitung (5) und der Rücklaufleitung (9) in Verbindung steht, wobei die Sperrventileinrichtung (11) derart ausgebildet ist, dass im Pumpenbetrieb die Verdrängereinheit (3) über die Saugfiltereinrichtung (7) Druckmittel aus dem Behälter (6) ansaugt sowie im Motorbetrieb die Verdrängereinheit (3) Druckmittel in die Rücklaufleitung (9) über die Rücklauffiltereinrichtung (10) zu dem Behälter (6) fördert, und in der Ansaugleitung (5) der Verdrängereinheit (3) eine Füllpumpe (15) angeordnet ist.
id-DE102012102092A1    abstract-Die Erfindung betrifft eine Hydraulikanlage (1) einer mobilen Arbeitsmaschine, insbesondere eines Flurförderzeugs, mit einer Verdrängereinheit (3), die zur Versorgung zumindest eines hydraulischen Verbrauchers (2) als Pumpe und zur Energierückgewinnung in gleicher Drehrichtung als Motor betreibbar ist, wobei in einer zu dem Behälter (6) geführten Rücklaufleitung (20) der Hydraulikanlage eine Rücklauffiltereinrichtung (21) angeordnet ist und wobei die Verdrängereinheit (3) an einer Saugseite mittels einer Ansaugleitung (5) mit einem Behälter (6) in Verbindung steht und an die Ansaugleitung (5) zwischen der Saugseite der Verdrängereinheit (3) und einem in der Ansaugleitung (5) angeordneten, in Richtung zur Saugseite öffnenden Sperrventil (11) eine Energierückgewinnungsleitung (10) angeschlossen ist, in der ein in Richtung zur Ansaugleitung (5) öffnendes Sperrventil (12) angeordnet ist, und wobei von einer mit einer Förderseite der Verdrängereinheit (3) verbundenen Förderleitung (8) eine Ablaufleitung (15) abzweigt, die mit der Rücklaufleitung (20) verbunden ist und in der ein Ablaufventil (16) angeordnet ist. Erfindungsgemäß ist in der Ansaugleitung (5) der Verdrängereinheit (3) zwischen dem Behälter (6) und dem Sperrventil (11) eine Saugfiltereinrichtung (30) und eine Füllpumpe (35) angeordnet.
id-US9482248B2    abstract-An energy regeneration type forklift hydraulic system is provided, which includes a first oil pump, a first electrical motor, a multiple directional control valve, a lifting oil cylinder, a tilting oil cylinder, a steering oil cylinder, a load-sensing steering device, an oil filter, a second oil pump and an oil tank, wherein the multiple directional control valve includes an oil inletting and returning valve spool, a raising and lowering reversing valve spool, a tilting reversing valve spool, and an oil inletting valve spool. The raising and lowering reversing valve spool includes a raising and lowering three-position six-way reversing valve, an annular oil returning passage and an oil returning passage. The system can utilize the potential energy of lowering cargo to simultaneously drive two oil pumps for driving two motors to generate energy, thereby realizing energy recovery.
id-RU2014149769A    abstract-1. Способ функционирования гидравлического пресса для исходного формования, обработки давлением, штамповки или обработки материалов или заготовок, таких как полимерные формовочные массы, листовой металл глубокой вытяжки или кованые детали, с гидравлическим приводным блоком, состоящим из гидравлически приводимого в действие блока цилиндр-поршень для подъема и опускания толкателя пресса,при котором поршневая камера цилиндра (3) приводного блока посредством гидравлических трубопроводов (22) через пропорциональный клапан (23) и разблокирующий клапан (24) соединен или может соединяться с гидравлическим энергоаккумулятором (25), образованным из по меньшей мере двух групп (25а, 25b, 25c, …) баллонов энергоаккумулятора, таким образом, что аккумулированный посредством сжатия газа объем расширения в группах (25а, 25b, 25c, …) баллонов энергоаккумулятора прямо или косвенно через поршневой аккумулятор поставляет требуемую для рабочего хода пресса энергию в форме объемного потока и давления,и при котором в группах (25а, 25b, 25c, …) баллонов энергоаккумулятора устанавливаются или могут быть установлены различные давления заполнения.2. Способ по п. 1, отличающийся тем, что группы (25а, 25b, 25c, …) баллонов энергоаккумулятора заполняются ступенчато на минимально возможное давление, которое согласовано с соответствующим запросом производства.3. Способ по п. 1 или 2, в котором в первом режиме работы, в котором пресс эксплуатируется с меньшим усилием прессования или меньшим рабочим ходом, одна группа (25а, …) баллонов энергоаккумулятора по отношению к другой группе баллонов энергоаккумулятора отключается.4. Способ по п. 1 или 2, в котором во втором режиме работы, в котором пресс требует меньшего рабочег
id-WO2013164096A1    abstract-Die Erfindung betrifft eine Vorrichtung zur Energieeinsparung bei hydraulisch betätigbaren Arbeitsgerätschaften, mit einer Versorgungseinheit, insbesondere in Form einer Hydraulikpumpe (35) und mit einem Kolbenspeicher (5) mit mindestens zwei längsbewegbaren Kolben (9, 11), die über ein Kopplungsteil (13) miteinander verbunden sind, das längsverfahrbar in zumindest einer Trennwand (15) geführt ist, die das Koppl ungstei l (13) umgebende Zylinderringräume (17, 19) begrenzt, wobei ein an die vollflächige Kolbenseite eines Betätigerkolbens (11) angrenzender erster Zylinderraum als Druckbetätigungsraum (23) für die für einen Arbeitsvorgang erforderl iche Druckversorgung mit der Arbeitsgerätschaft (1) verbunden, ein zweiter Zylinderraum (27) über eine Drucksteuereinrichtung (31) mit der Versorgungseinheit verbindbar ist und ein dritter Zylinderraum einen Druckspeicherraum (17) bildet, wobei die Vorrichtung dadurch gekennzeichnet ist, dass die Versorgungseinheit mit demjenigen Zylinderraum (27) verbindbar ist, der an die vol lflächige Kolbenseite desjenigen Kolbens (9) angrenzt, der über das Kopplungstei l (13) mit dem Betätigerkolben (11) verbunden ist, und dass der durch den Betätigerkolben (11) begrenzte und das Kopplungsteil (13) umgebende Zylinderringraum als Druckspeicherraum (17) vorgesehen ist.
