id-EP2810811B1    abstract-

id-US20130197731A1    abstract-Methods and systems are disclosed for controlling an electric vehicle. The method includes determining that the vehicle is stopped on a slope in an unparked mode without an accelerator or brake request. A holding force may be applied to hold the vehicle in the stopped position on the slope. After the vehicle has been stopped on the slope in the unparked mode without an accelerator or brake request for a predetermined amount of time, the holding force may be reduced to remind a driver that the vehicle is in the unparked mode.

id-WO2013112158A1    abstract-In a first aspect, the invention is directed to a wheel assembly for a vehicle, including a wheel, a brake, an electric motor, and optionally a gearbox, and a support structure that supports the motor, the wheel and the optional gearbox if a gearbox is provided. The brake includes a brake disk that rotates with the wheel, and a caliper, which is itself made up of first and second caliper portions. The first caliper portion is formed directly in the support structure.

id-EP2810834B1    abstract-

id-US8998351B2    abstract-A brake control device for a vehicle includes: a hydraulic brake device including a master cylinder, a wheel cylinder, a differential pressure control valve, and a pump; and a differential pressure control unit that operates the pump and transmits a differential pressure instructing output to the differential pressure control valve to perform a differential pressure control such that a differential pressure is generated; wherein the differential pressure control unit includes a correcting unit, wherein the correcting unit calculates a differential pressure instructing correction amount, based on an increased amount of the differential pressure which is generated by the differential pressure control valve when the increased amount of the differential pressure during the differential pressure control and then corrects the differential pressure instructing output based on the differential pressure instructing correction amount such that the differential pressure instructing output becomes larger than the increased amount of the differential pressure.

id-EP2623380B1    abstract-

id-EP2626258A1    abstract-A motor controller unit facilitates modifying pressure thresholds for an air compressor motor in a hybrid commercial vehicle as a function of vehicle pitch and comprises a memory that stores computer-executable instructions for modifying compressor cut-in and cut-out pressure thresholds as a function of vehicle pitch, and a processor configured to execute the computer-executable instructions. The instructions comprise monitoring a pitch of the vehicle, and determining that the vehicle is on an uphill grade. The instructions further comprise reducing compressor cut-in and cut-out pressure thresholds for an on-board air compressor motor to conserve state-of-charge until the pitch of the vehicle falls below a predetermined level, and, once the pitch of the vehicle falls below a predetermined percentage of the maximum pitch detected on the uphill grade, increasing the compressor cut-in and cut-out pressure thresholds to increase available braking pressure and brake regeneration opportunities for the vehicle.

id-EP2814017B1    abstract-

